Year,Field,Rank,University,Count
2005,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,ETHZ,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,ETHZ,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,ETHZ,0
2005,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,ETHZ,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,ETHZ,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,ETHZ,0
2005,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,ETHZ,0
2005,99.99 Fach nicht zuteilbar,Professors,ETHZ,0
2005,99.99 Fach nicht zuteilbar,Other Lecturers,ETHZ,0
2005,99.99 Fach nicht zuteilbar,Assistants & Research Staff,ETHZ,11
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,ETHZ,0
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,ETHZ,0
2005,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,ETHZ,0
2005,8.1 Zentrale Verwaltung,Professors,ETHZ,6
2005,8.1 Zentrale Verwaltung,Other Lecturers,ETHZ,0
2005,8.1 Zentrale Verwaltung,Assistants & Research Staff,ETHZ,4
2005,8.2 Zentrale Bibliotheken,Professors,ETHZ,0
2005,8.2 Zentrale Bibliotheken,Other Lecturers,ETHZ,0
2005,8.2 Zentrale Bibliotheken,Assistants & Research Staff,ETHZ,0
2005,8.3 Technische Dienste und Logistik,Professors,ETHZ,0
2005,8.3 Technische Dienste und Logistik,Other Lecturers,ETHZ,0
2005,8.3 Technische Dienste und Logistik,Assistants & Research Staff,ETHZ,0
2005,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,ETHZ,0
2005,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,ETHZ,0
2005,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,ETHZ,1
2006,1.1 Theologie,Professors,ETHZ,0
2006,1.1 Theologie,Other Lecturers,ETHZ,0
2006,1.1 Theologie,Assistants & Research Staff,ETHZ,0
2006,1.2 Sprach- und Literaturwissenschaften,Professors,ETHZ,1
2006,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,ETHZ,1
2006,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,ETHZ,7
2006,1.3 Historische und Kulturwissenschaften,Professors,ETHZ,2
2006,1.3 Historische und Kulturwissenschaften,Other Lecturers,ETHZ,1
2006,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,ETHZ,32
2006,1.4 Sozialwissenschaften,Professors,ETHZ,5
2006,1.4 Sozialwissenschaften,Other Lecturers,ETHZ,1
2006,1.4 Sozialwissenschaften,Assistants & Research Staff,ETHZ,82
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,ETHZ,5
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,2
2006,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,49
2006,2 Wirtschaftswissenschaften,Professors,ETHZ,3
2006,2 Wirtschaftswissenschaften,Other Lecturers,ETHZ,1
2006,2 Wirtschaftswissenschaften,Assistants & Research Staff,ETHZ,58
2006,3 Recht,Professors,ETHZ,3
2006,3 Recht,Other Lecturers,ETHZ,1
2006,3 Recht,Assistants & Research Staff,ETHZ,7
2006,4.1 Exakte Wissenschaften,Professors,ETHZ,82
2006,4.1 Exakte Wissenschaften,Other Lecturers,ETHZ,120
2006,4.1 Exakte Wissenschaften,Assistants & Research Staff,ETHZ,915
2006,4.2 Naturwissenschaften,Professors,ETHZ,78
2006,4.2 Naturwissenschaften,Other Lecturers,ETHZ,182
2006,4.2 Naturwissenschaften,Assistants & Research Staff,ETHZ,1094
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,ETHZ,25
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,77
2006,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,334
2006,5.1 Humanmedizin,Professors,ETHZ,0
2006,5.1 Humanmedizin,Other Lecturers,ETHZ,0
2006,5.1 Humanmedizin,Assistants & Research Staff,ETHZ,0
2006,5.2 Zahnmedizin,Professors,ETHZ,0
2006,5.2 Zahnmedizin,Other Lecturers,ETHZ,0
2006,5.2 Zahnmedizin,Assistants & Research Staff,ETHZ,0
2006,5.3 Veterinärmedizin,Professors,ETHZ,0
2006,5.3 Veterinärmedizin,Other Lecturers,ETHZ,0
2006,5.3 Veterinärmedizin,Assistants & Research Staff,ETHZ,0
2006,5.4 Pharmazie,Professors,ETHZ,11
2006,5.4 Pharmazie,Other Lecturers,ETHZ,2
2006,5.4 Pharmazie,Assistants & Research Staff,ETHZ,102
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,ETHZ,0
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,ETHZ,0
2006,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,ETHZ,0
2006,6.1 Bauwesen und Geodäsie,Professors,ETHZ,61
2006,6.1 Bauwesen und Geodäsie,Other Lecturers,ETHZ,86
2006,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,ETHZ,857
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,ETHZ,78
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,ETHZ,151
2006,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,ETHZ,1324
2006,6.3 Agrar- und Forstwissenschaften,Professors,ETHZ,18
2006,6.3 Agrar- und Forstwissenschaften,Other Lecturers,ETHZ,72
2006,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,ETHZ,314
2006,6.4 Technische Wissenschaften übergreifend/übrige,Professors,ETHZ,7
2006,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,ETHZ,5
2006,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,106
2006,7 Interdisziplinäre und Andere,Professors,ETHZ,2
2006,7 Interdisziplinäre und Andere,Other Lecturers,ETHZ,64
2006,7 Interdisziplinäre und Andere,Assistants & Research Staff,ETHZ,23
2006,8.5 Zentrale Verwaltung (bis 2001),Professors,ETHZ,0
2006,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,ETHZ,0
2006,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,ETHZ,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,ETHZ,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,ETHZ,0
2006,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,ETHZ,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,ETHZ,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,ETHZ,0
2006,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,ETHZ,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,ETHZ,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,ETHZ,0
2006,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,ETHZ,0
2006,99.99 Fach nicht zuteilbar,Professors,ETHZ,0
2006,99.99 Fach nicht zuteilbar,Other Lecturers,ETHZ,0
2006,99.99 Fach nicht zuteilbar,Assistants & Research Staff,ETHZ,4
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,ETHZ,0
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,ETHZ,0
2006,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,ETHZ,0
2006,8.1 Zentrale Verwaltung,Professors,ETHZ,4
2006,8.1 Zentrale Verwaltung,Other Lecturers,ETHZ,0
2006,8.1 Zentrale Verwaltung,Assistants & Research Staff,ETHZ,9
2006,8.2 Zentrale Bibliotheken,Professors,ETHZ,0
2006,8.2 Zentrale Bibliotheken,Other Lecturers,ETHZ,0
2006,8.2 Zentrale Bibliotheken,Assistants & Research Staff,ETHZ,0
2006,8.3 Technische Dienste und Logistik,Professors,ETHZ,0
2006,8.3 Technische Dienste und Logistik,Other Lecturers,ETHZ,0
2006,8.3 Technische Dienste und Logistik,Assistants & Research Staff,ETHZ,0
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,ETHZ,0
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,ETHZ,0
2006,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,ETHZ,0
2007,1.1 Theologie,Professors,ETHZ,0
2007,1.1 Theologie,Other Lecturers,ETHZ,0
2007,1.1 Theologie,Assistants & Research Staff,ETHZ,0
2007,1.2 Sprach- und Literaturwissenschaften,Professors,ETHZ,1
2007,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,ETHZ,1
2007,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,ETHZ,7
2007,1.3 Historische und Kulturwissenschaften,Professors,ETHZ,3
2007,1.3 Historische und Kulturwissenschaften,Other Lecturers,ETHZ,1
2007,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,ETHZ,41
2007,1.4 Sozialwissenschaften,Professors,ETHZ,6
2007,1.4 Sozialwissenschaften,Other Lecturers,ETHZ,1
2007,1.4 Sozialwissenschaften,Assistants & Research Staff,ETHZ,100
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,ETHZ,4
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,2
2007,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,62
2007,2 Wirtschaftswissenschaften,Professors,ETHZ,3
2007,2 Wirtschaftswissenschaften,Other Lecturers,ETHZ,1
2007,2 Wirtschaftswissenschaften,Assistants & Research Staff,ETHZ,65
2007,3 Recht,Professors,ETHZ,2
2007,3 Recht,Other Lecturers,ETHZ,1
2007,3 Recht,Assistants & Research Staff,ETHZ,5
2007,4.1 Exakte Wissenschaften,Professors,ETHZ,88
2007,4.1 Exakte Wissenschaften,Other Lecturers,ETHZ,110
2007,4.1 Exakte Wissenschaften,Assistants & Research Staff,ETHZ,810
2007,4.2 Naturwissenschaften,Professors,ETHZ,77
2007,4.2 Naturwissenschaften,Other Lecturers,ETHZ,195
2007,4.2 Naturwissenschaften,Assistants & Research Staff,ETHZ,1079
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,ETHZ,27
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,80
2007,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,349
2007,5.1 Humanmedizin,Professors,ETHZ,0
2007,5.1 Humanmedizin,Other Lecturers,ETHZ,0
2007,5.1 Humanmedizin,Assistants & Research Staff,ETHZ,0
2007,5.2 Zahnmedizin,Professors,ETHZ,0
2007,5.2 Zahnmedizin,Other Lecturers,ETHZ,0
2007,5.2 Zahnmedizin,Assistants & Research Staff,ETHZ,0
2007,5.3 Veterinärmedizin,Professors,ETHZ,0
2007,5.3 Veterinärmedizin,Other Lecturers,ETHZ,0
2007,5.3 Veterinärmedizin,Assistants & Research Staff,ETHZ,0
2007,5.4 Pharmazie,Professors,ETHZ,10
2007,5.4 Pharmazie,Other Lecturers,ETHZ,2
2007,5.4 Pharmazie,Assistants & Research Staff,ETHZ,103
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,ETHZ,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,ETHZ,0
2007,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,ETHZ,0
2007,6.1 Bauwesen und Geodäsie,Professors,ETHZ,59
2007,6.1 Bauwesen und Geodäsie,Other Lecturers,ETHZ,88
2007,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,ETHZ,905
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,ETHZ,78
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,ETHZ,157
2007,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,ETHZ,1323
2007,6.3 Agrar- und Forstwissenschaften,Professors,ETHZ,18
2007,6.3 Agrar- und Forstwissenschaften,Other Lecturers,ETHZ,70
2007,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,ETHZ,339
2007,6.4 Technische Wissenschaften übergreifend/übrige,Professors,ETHZ,10
2007,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,ETHZ,4
2007,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,123
2007,7 Interdisziplinäre und Andere,Professors,ETHZ,2
2007,7 Interdisziplinäre und Andere,Other Lecturers,ETHZ,74
2007,7 Interdisziplinäre und Andere,Assistants & Research Staff,ETHZ,23
2007,8.5 Zentrale Verwaltung (bis 2001),Professors,ETHZ,0
2007,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,ETHZ,0
2007,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,ETHZ,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,ETHZ,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,ETHZ,0
2007,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,ETHZ,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,ETHZ,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,ETHZ,0
2007,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,ETHZ,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,ETHZ,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,ETHZ,0
2007,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,ETHZ,0
2007,99.99 Fach nicht zuteilbar,Professors,ETHZ,0
2007,99.99 Fach nicht zuteilbar,Other Lecturers,ETHZ,0
2007,99.99 Fach nicht zuteilbar,Assistants & Research Staff,ETHZ,6
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,ETHZ,0
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,ETHZ,0
2007,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,ETHZ,0
2007,8.1 Zentrale Verwaltung,Professors,ETHZ,4
2007,8.1 Zentrale Verwaltung,Other Lecturers,ETHZ,0
2007,8.1 Zentrale Verwaltung,Assistants & Research Staff,ETHZ,4
2007,8.2 Zentrale Bibliotheken,Professors,ETHZ,0
2007,8.2 Zentrale Bibliotheken,Other Lecturers,ETHZ,0
2007,8.2 Zentrale Bibliotheken,Assistants & Research Staff,ETHZ,0
2007,8.3 Technische Dienste und Logistik,Professors,ETHZ,0
2007,8.3 Technische Dienste und Logistik,Other Lecturers,ETHZ,0
2007,8.3 Technische Dienste und Logistik,Assistants & Research Staff,ETHZ,0
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,ETHZ,0
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,ETHZ,0
2007,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,ETHZ,0
2008,1.1 Theologie,Professors,ETHZ,0
2008,1.1 Theologie,Other Lecturers,ETHZ,0
2008,1.1 Theologie,Assistants & Research Staff,ETHZ,0
2008,1.2 Sprach- und Literaturwissenschaften,Professors,ETHZ,2
2008,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,ETHZ,1
2008,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,ETHZ,13
2008,1.3 Historische und Kulturwissenschaften,Professors,ETHZ,4
2008,1.3 Historische und Kulturwissenschaften,Other Lecturers,ETHZ,1
2008,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,ETHZ,46
2008,1.4 Sozialwissenschaften,Professors,ETHZ,6
2008,1.4 Sozialwissenschaften,Other Lecturers,ETHZ,1
2008,1.4 Sozialwissenschaften,Assistants & Research Staff,ETHZ,111
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,ETHZ,3
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,0
2008,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,57
2008,2 Wirtschaftswissenschaften,Professors,ETHZ,4
2008,2 Wirtschaftswissenschaften,Other Lecturers,ETHZ,1
2008,2 Wirtschaftswissenschaften,Assistants & Research Staff,ETHZ,72
2008,3 Recht,Professors,ETHZ,3
2008,3 Recht,Other Lecturers,ETHZ,1
2008,3 Recht,Assistants & Research Staff,ETHZ,7
2008,4.1 Exakte Wissenschaften,Professors,ETHZ,82
2008,4.1 Exakte Wissenschaften,Other Lecturers,ETHZ,96
2008,4.1 Exakte Wissenschaften,Assistants & Research Staff,ETHZ,841
2008,4.2 Naturwissenschaften,Professors,ETHZ,68
2008,4.2 Naturwissenschaften,Other Lecturers,ETHZ,199
2008,4.2 Naturwissenschaften,Assistants & Research Staff,ETHZ,1226
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,ETHZ,27
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,87
2008,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,401
2008,5.1 Humanmedizin,Professors,ETHZ,0
2008,5.1 Humanmedizin,Other Lecturers,ETHZ,0
2008,5.1 Humanmedizin,Assistants & Research Staff,ETHZ,0
2008,5.2 Zahnmedizin,Professors,ETHZ,0
2008,5.2 Zahnmedizin,Other Lecturers,ETHZ,0
2008,5.2 Zahnmedizin,Assistants & Research Staff,ETHZ,0
2008,5.3 Veterinärmedizin,Professors,ETHZ,0
2008,5.3 Veterinärmedizin,Other Lecturers,ETHZ,0
2008,5.3 Veterinärmedizin,Assistants & Research Staff,ETHZ,0
2008,5.4 Pharmazie,Professors,ETHZ,10
2008,5.4 Pharmazie,Other Lecturers,ETHZ,2
2008,5.4 Pharmazie,Assistants & Research Staff,ETHZ,105
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,ETHZ,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,ETHZ,0
2008,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,ETHZ,0
2008,6.1 Bauwesen und Geodäsie,Professors,ETHZ,59
2008,6.1 Bauwesen und Geodäsie,Other Lecturers,ETHZ,99
2008,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,ETHZ,928
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,ETHZ,77
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,ETHZ,160
2008,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,ETHZ,1438
2008,6.3 Agrar- und Forstwissenschaften,Professors,ETHZ,18
2008,6.3 Agrar- und Forstwissenschaften,Other Lecturers,ETHZ,74
2008,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,ETHZ,337
2008,6.4 Technische Wissenschaften übergreifend/übrige,Professors,ETHZ,13
2008,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,ETHZ,3
2008,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,167
2008,7 Interdisziplinäre und Andere,Professors,ETHZ,1
2008,7 Interdisziplinäre und Andere,Other Lecturers,ETHZ,92
2008,7 Interdisziplinäre und Andere,Assistants & Research Staff,ETHZ,26
2008,8.5 Zentrale Verwaltung (bis 2001),Professors,ETHZ,0
2008,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,ETHZ,0
2008,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,ETHZ,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,ETHZ,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,ETHZ,0
2008,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,ETHZ,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,ETHZ,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,ETHZ,0
2008,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,ETHZ,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Professors,ETHZ,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Other Lecturers,ETHZ,0
2008,8.8 Dienstleistungen für die Öffentlichkeit (bis 2001),Assistants & Research Staff,ETHZ,0
2008,99.99 Fach nicht zuteilbar,Professors,ETHZ,0
2008,99.99 Fach nicht zuteilbar,Other Lecturers,ETHZ,0
2008,99.99 Fach nicht zuteilbar,Assistants & Research Staff,ETHZ,2
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Professors,ETHZ,0
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Other Lecturers,ETHZ,0
2008,8.9 Übrige nicht zuteilbare Aufwände (bis 2001),Assistants & Research Staff,ETHZ,0
2008,8.1 Zentrale Verwaltung,Professors,ETHZ,4
2008,8.1 Zentrale Verwaltung,Other Lecturers,ETHZ,0
2008,8.1 Zentrale Verwaltung,Assistants & Research Staff,ETHZ,3
2008,8.2 Zentrale Bibliotheken,Professors,ETHZ,0
2008,8.2 Zentrale Bibliotheken,Other Lecturers,ETHZ,0
2008,8.2 Zentrale Bibliotheken,Assistants & Research Staff,ETHZ,0
2008,8.3 Technische Dienste und Logistik,Professors,ETHZ,0
2008,8.3 Technische Dienste und Logistik,Other Lecturers,ETHZ,0
2008,8.3 Technische Dienste und Logistik,Assistants & Research Staff,ETHZ,0
2008,8.4 Dienstleistungen für Mitarbeitende und Studierende,Professors,ETHZ,0
2008,8.4 Dienstleistungen für Mitarbeitende und Studierende,Other Lecturers,ETHZ,0
2008,8.4 Dienstleistungen für Mitarbeitende und Studierende,Assistants & Research Staff,ETHZ,21
2009,1.1 Theologie,Professors,ETHZ,0
2009,1.1 Theologie,Other Lecturers,ETHZ,0
2009,1.1 Theologie,Assistants & Research Staff,ETHZ,0
2009,1.2 Sprach- und Literaturwissenschaften,Professors,ETHZ,2
2009,1.2 Sprach- und Literaturwissenschaften,Other Lecturers,ETHZ,1
2009,1.2 Sprach- und Literaturwissenschaften,Assistants & Research Staff,ETHZ,16
2009,1.3 Historische und Kulturwissenschaften,Professors,ETHZ,4
2009,1.3 Historische und Kulturwissenschaften,Other Lecturers,ETHZ,1
2009,1.3 Historische und Kulturwissenschaften,Assistants & Research Staff,ETHZ,51
2009,1.4 Sozialwissenschaften,Professors,ETHZ,7
2009,1.4 Sozialwissenschaften,Other Lecturers,ETHZ,1
2009,1.4 Sozialwissenschaften,Assistants & Research Staff,ETHZ,144
2009,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Professors,ETHZ,4
2009,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,0
2009,1.5 Geistes- und Sozialwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,66
2009,2 Wirtschaftswissenschaften,Professors,ETHZ,4
2009,2 Wirtschaftswissenschaften,Other Lecturers,ETHZ,2
2009,2 Wirtschaftswissenschaften,Assistants & Research Staff,ETHZ,71
2009,3 Recht,Professors,ETHZ,3
2009,3 Recht,Other Lecturers,ETHZ,1
2009,3 Recht,Assistants & Research Staff,ETHZ,14
2009,4.1 Exakte Wissenschaften,Professors,ETHZ,89
2009,4.1 Exakte Wissenschaften,Other Lecturers,ETHZ,104
2009,4.1 Exakte Wissenschaften,Assistants & Research Staff,ETHZ,883
2009,4.2 Naturwissenschaften,Professors,ETHZ,66
2009,4.2 Naturwissenschaften,Other Lecturers,ETHZ,168
2009,4.2 Naturwissenschaften,Assistants & Research Staff,ETHZ,1219
2009,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Professors,ETHZ,28
2009,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Other Lecturers,ETHZ,92
2009,4.3 Exakte und Naturwissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,429
2009,5.1 Humanmedizin,Professors,ETHZ,0
2009,5.1 Humanmedizin,Other Lecturers,ETHZ,0
2009,5.1 Humanmedizin,Assistants & Research Staff,ETHZ,0
2009,5.2 Zahnmedizin,Professors,ETHZ,0
2009,5.2 Zahnmedizin,Other Lecturers,ETHZ,0
2009,5.2 Zahnmedizin,Assistants & Research Staff,ETHZ,0
2009,5.3 Veterinärmedizin,Professors,ETHZ,0
2009,5.3 Veterinärmedizin,Other Lecturers,ETHZ,0
2009,5.3 Veterinärmedizin,Assistants & Research Staff,ETHZ,0
2009,5.4 Pharmazie,Professors,ETHZ,10
2009,5.4 Pharmazie,Other Lecturers,ETHZ,2
2009,5.4 Pharmazie,Assistants & Research Staff,ETHZ,106
2009,5.5 Medizin und Pharmazie übergreifend/übrige,Professors,ETHZ,0
2009,5.5 Medizin und Pharmazie übergreifend/übrige,Other Lecturers,ETHZ,0
2009,5.5 Medizin und Pharmazie übergreifend/übrige,Assistants & Research Staff,ETHZ,0
2009,6.1 Bauwesen und Geodäsie,Professors,ETHZ,63
2009,6.1 Bauwesen und Geodäsie,Other Lecturers,ETHZ,114
2009,6.1 Bauwesen und Geodäsie,Assistants & Research Staff,ETHZ,985
2009,6.2 Maschinen- und Elektroingenieurwissenschaften,Professors,ETHZ,81
2009,6.2 Maschinen- und Elektroingenieurwissenschaften,Other Lecturers,ETHZ,172
2009,6.2 Maschinen- und Elektroingenieurwissenschaften,Assistants & Research Staff,ETHZ,1576
2009,6.3 Agrar- und Forstwissenschaften,Professors,ETHZ,20
2009,6.3 Agrar- und Forstwissenschaften,Other Lecturers,ETHZ,72
2009,6.3 Agrar- und Forstwissenschaften,Assistants & Research Staff,ETHZ,354
2009,6.4 Technische Wissenschaften übergreifend/übrige,Professors,ETHZ,14
2009,6.4 Technische Wissenschaften übergreifend/übrige,Other Lecturers,ETHZ,4
2009,6.4 Technische Wissenschaften übergreifend/übrige,Assistants & Research Staff,ETHZ,205
2009,7 Interdisziplinäre und Andere,Professors,ETHZ,1
2009,7 Interdisziplinäre und Andere,Other Lecturers,ETHZ,59
2009,7 Interdisziplinäre und Andere,Assistants & Research Staff,ETHZ,37
2009,8.5 Zentrale Verwaltung (bis 2001),Professors,ETHZ,0
2009,8.5 Zentrale Verwaltung (bis 2001),Other Lecturers,ETHZ,0
2009,8.5 Zentrale Verwaltung (bis 2001),Assistants & Research Staff,ETHZ,0
2009,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Professors,ETHZ,0
2009,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Other Lecturers,ETHZ,0
2009,8.6 Zentrale Logistik für Lehre und Forschung (bis 2001),Assistants & Research Staff,ETHZ,0
2009,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Professors,ETHZ,0
2009,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Other Lecturers,ETHZ,0
2009,8.7 Dienstleistungen für die Hochschulangehör. (bis 2001),Assistants & Research Staff,ETHZ,0
